1.02,0.06,0.03,-3.32,0.64,0.86
1.02,0.07,0.03,-3.44,0.49,0.92
1.02,0.06,0.02,-3.37,0.25,0.69
1.02,0.07,0.02,-3.37,0.21,0.67
1.02,0.07,0.02,-3.52,0.42,0.73
1.01,0.07,0.02,-3.71,0.37,0.92
1.00,0.07,0.03,-3.76,0.01,1.37
0.99,0.06,0.02,-4.17,-0.66,1.99
1.00,0.07,0.03,-4.02,-1.28,2.18
1.01,0.06,0.02,-3.94,-1.30,1.88
1.00,0.06,0.02,-4.19,-1.75,1.15
1.00,0.06,0.02,-4.23,-1.66,1.35
1.00,0.05,0.03,-4.19,-2.08,1.02
1.00,0.05,0.03,-4.12,-2.21,0.85
1.00,0.05,0.03,-4.19,-2.53,0.59
1.00,0.06,0.02,-4.05,-2.67,0.40
1.01,0.05,0.02,-4.11,-3.00,0.44
1.00,0.06,0.02,-4.14,-2.87,0.56
1.00,0.06,0.03,-4.11,-3.08,1.01
1.00,0.06,0.02,-4.22,-3.11,0.88
1.00,0.05,0.03,-3.80,-2.98,0.99
1.00,0.06,0.03,-3.95,-3.15,1.02
0.99,0.06,0.02,-4.14,-2.97,0.89
0.99,0.06,0.02,-4.15,-3.05,1.02
1.00,0.06,0.03,-4.25,-3.09,1.08
1.01,0.05,0.02,-4.41,-3.27,0.88
1.01,0.05,0.03,-4.35,-2.64,0.53
1.00,0.06,0.03,-4.38,-2.69,-0.07
1.00,0.05,0.01,-3.95,-2.46,-0.53
1.01,0.05,0.03,-4.11,-2.00,-1.69
1.01,0.06,0.03,-3.95,-1.81,-1.90
1.00,0.06,0.02,-3.94,-1.88,-2.06
0.99,0.06,0.04,-3.91,-2.15,-1.58
1.00,0.06,0.03,-3.85,-2.58,-1.37
1.00,0.06,0.03,-3.92,-2.68,-1.47
1.01,0.06,0.02,-3.71,-2.91,-1.60
1.00,0.06,0.03,-3.77,-3.00,-1.37
1.00,0.06,0.03,-3.77,-3.39,-1.27
1.01,0.06,0.02,-3.91,-3.63,-1.47
1.00,0.07,0.02,-3.78,-4.06,-1.44
1.01,0.07,0.02,-3.76,-4.07,-1.56
1.01,0.07,0.02,-3.79,-4.56,-1.31
1.01,0.07,0.02,-3.91,-4.98,-1.28
1.02,0.07,0.02,-3.92,-5.16,-1.63
1.01,0.06,0.02,-3.92,-5.50,-2.13
1.02,0.06,0.02,-4.02,-5.40,-2.78
1.02,0.05,0.02,-3.92,-4.98,-3.50
1.02,0.05,0.01,-3.83,-4.73,-4.14
1.02,0.06,0.01,-3.50,-4.79,-4.56
1.02,0.07,0.01,-3.60,-5.05,-4.40
1.02,0.06,0.02,-3.55,-5.76,-3.70
1.03,0.07,-0.00,-3.66,-6.17,-3.18
1.04,0.07,0.01,-3.75,-6.73,-2.96
1.04,0.07,0.01,-3.79,-6.89,-2.53
1.05,0.07,0.01,-3.83,-7.18,-2.04
1.05,0.07,0.01,-3.85,-7.33,-1.66
1.05,0.06,-0.00,-3.93,-7.27,-1.62
1.06,0.07,0.00,-3.92,-6.84,-1.56
1.06,0.06,-0.00,-3.61,-6.53,-1.75
1.05,0.07,-0.00,-3.69,-6.39,-1.44
1.05,0.08,-0.01,-3.39,-6.71,-0.60
1.05,0.08,-0.01,-3.68,-6.85,0.05
1.04,0.08,-0.01,-3.82,-7.21,0.54
1.04,0.08,-0.00,-4.12,-7.31,1.02
