xacc,yacc,zacc,xgyro,ygyro,zgyro
0.32,0.48,-0.15,-0.60,-164.91,7.42
0.35,0.45,-0.15,2.47,-166.38,10.02
0.36,0.47,-0.19,4.53,-168.19,13.08
0.39,0.44,-0.18,6.96,-169.52,17.24
0.42,0.43,-0.21,11.29,-170.84,21.85
0.45,0.43,-0.23,14.03,-170.59,29.21
0.52,0.39,-0.24,16.90,-167.16,33.18
0.54,0.37,-0.29,21.40,-162.14,39.78
0.52,0.37,-0.34,27.36,-158.45,44.21
0.56,0.36,-0.37,33.91,-152.85,46.38
0.56,0.37,-0.42,41.21,-146.04,44.76
0.57,0.44,-0.49,48.16,-136.56,37.30
0.58,0.48,-0.55,55.25,-124.94,25.94
0.58,0.52,-0.59,61.77,-110.52,21.43
0.59,0.60,-0.64,65.04,-93.99,20.63
0.59,0.67,-0.67,65.26,-74.22,20.47
0.50,0.90,-0.64,51.09,-60.37,21.97
0.52,0.69,-0.62,45.48,-47.90,9.41
0.47,0.70,-0.63,43.15,-39.06,-3.48
0.66,0.91,-0.67,31.34,-18.62,-8.83
0.66,0.96,-0.74,18.99,4.60,-13.18
0.76,0.84,-0.80,15.92,29.24,-17.37
0.75,0.99,-0.86,4.19,50.87,-16.94
0.69,1.05,-0.88,-10.74,64.83,-15.39
0.71,0.89,-0.83,-21.65,69.85,-15.34
0.67,0.80,-0.86,-19.90,70.31,-27.14
0.74,0.92,-0.92,-20.68,71.73,-31.50
0.76,1.10,-0.96,-24.70,74.41,-27.78
0.79,1.07,-1.03,-24.22,77.81,-27.94
0.77,1.07,-1.05,-21.05,78.66,-28.81
0.73,1.06,-0.99,-19.04,76.11,-27.71
0.60,1.12,-0.91,-22.94,63.27,-29.06
0.55,1.11,-0.85,-23.91,47.54,-28.90
0.54,1.03,-0.81,-20.11,31.29,-29.81
0.52,1.04,-0.80,-13.59,16.98,-31.36
0.51,1.06,-0.78,-10.09,4.94,-34.06
0.47,1.06,-0.76,-10.02,-7.70,-33.45
0.43,1.00,-0.71,-8.55,-18.95,-30.17
0.42,0.93,-0.68,-3.71,-29.52,-27.43
0.38,0.90,-0.65,0.50,-40.31,-25.42
0.39,0.86,-0.63,2.93,-48.92,-19.69
0.41,0.81,-0.62,4.63,-55.29,-14.69
0.41,0.78,-0.61,4.28,-60.83,-11.82
0.37,0.75,-0.59,3.71,-67.47,-9.28
0.36,0.71,-0.57,3.83,-73.89,-8.24
0.36,0.66,-0.54,3.73,-78.07,-9.68
0.38,0.66,-0.51,1.59,-81.29,-12.37
0.37,0.66,-0.49,-1.21,-81.97,-18.66
0.38,0.61,-0.49,-1.16,-80.05,-25.99
0.38,0.60,-0.47,-0.95,-76.76,-32.11
0.41,0.61,-0.43,-3.48,-73.30,-35.92
0.42,0.61,-0.42,-6.92,-69.20,-39.95
0.46,0.60,-0.41,-10.19,-63.60,-43.87
0.47,0.61,-0.42,-12.95,-57.15,-50.64
0.47,0.62,-0.44,-15.44,-50.62,-55.86
0.50,0.59,-0.42,-16.52,-43.90,-55.37
0.47,0.63,-0.42,-19.60,-39.29,-53.89
0.43,0.65,-0.42,-22.82,-37.44,-54.40
0.44,0.64,-0.40,-24.08,-36.61,-48.81
0.44,0.65,-0.39,-23.96,-35.82,-44.85
0.41,0.62,-0.40,-21.04,-35.04,-41.05
0.41,0.59,-0.39,-15.11,-34.00,-35.98
0.38,0.59,-0.40,-9.06,-33.79,-30.97
0.33,0.59,-0.41,-3.63,-34.04,-27.25
0.32,0.58,-0.40,0.70,-35.30,-23.69
0.29,0.56,-0.39,3.79,-37.52,-20.70
0.29,0.56,-0.38,5.37,-39.12,-18.81
0.25,0.59,-0.38,4.57,-40.85,-16.63
0.22,0.59,-0.39,3.21,-42.82,-13.37
0.22,0.56,-0.36,2.65,-43.50,-9.92
