xacc,yacc,zacc,xgyro,ygyro,zgyro
1.00,-0.76,0.16,37.66,-99.51,38.36
1.01,-0.76,0.15,35.27,-104.53,40.86
1.00,-0.77,0.13,33.31,-108.11,43.53
0.98,-0.76,0.13,28.69,-114.37,47.94
1.03,-0.81,0.10,22.69,-122.52,55.21
1.07,-0.87,0.10,20.95,-126.82,62.05
1.12,-0.93,0.09,20.94,-127.91,64.71
1.17,-0.99,0.04,24.91,-124.91,66.02
1.18,-1.01,0.00,30.95,-119.56,63.67
1.12,-1.04,-0.00,36.78,-112.69,66.59
1.06,-1.00,-0.01,41.60,-101.47,73.54
1.00,-1.00,0.03,46.64,-87.16,83.01
0.85,-1.05,0.08,54.46,-73.38,89.69
0.80,-1.15,0.16,65.37,-58.65,98.06
0.71,-1.13,0.20,75.08,-46.44,97.03
0.65,-1.16,0.24,80.26,-35.28,92.12
0.61,-1.18,0.28,82.60,-24.66,84.35
0.60,-1.27,0.31,86.89,-13.36,75.19
0.55,-1.23,0.31,88.43,-4.56,57.70
0.51,-1.22,0.29,88.96,1.18,30.86
0.46,-1.17,0.27,87.26,6.37,9.39
0.45,-1.12,0.26,85.02,11.33,-8.32
0.44,-1.05,0.25,83.12,17.03,-20.74
0.46,-1.03,0.28,80.25,24.31,-21.47
0.47,-0.98,0.30,77.63,31.76,-20.97
0.46,-0.95,0.32,75.16,37.93,-17.24
0.44,-0.90,0.33,72.62,42.18,-9.68
0.45,-0.88,0.35,68.71,45.64,2.22
0.43,-0.86,0.37,63.72,46.80,12.26
0.43,-0.88,0.41,58.92,47.89,27.56
0.42,-0.85,0.46,53.15,48.37,35.45
0.42,-0.89,0.48,49.00,48.87,46.98
0.42,-0.87,0.53,44.57,48.41,50.90
0.13,-1.09,0.69,52.93,30.50,56.05
0.36,-1.07,0.73,65.64,21.21,43.28
0.65,-0.76,0.70,61.24,26.27,42.18
0.79,-0.61,0.66,47.41,38.89,34.76
0.86,-0.72,0.62,47.96,53.89,38.02
0.82,-0.80,0.62,46.33,64.98,43.21
