xacc,yacc,zacc,xgyro,ygyro,zgyro
0.53,0.91,0.61,3.08,47.94,-166.24
0.60,0.76,0.70,7.21,43.41,-149.62
0.42,0.90,0.62,10.64,34.34,-146.73
0.37,0.90,0.63,14.40,23.15,-136.37
0.28,0.85,0.63,24.47,-0.31,-114.21
0.14,0.89,0.62,30.30,-27.92,-82.99
0.11,0.75,0.67,32.41,-56.27,-44.43
0.15,0.70,0.74,32.63,-80.32,-0.82
0.15,0.51,0.76,33.18,-104.33,27.80
0.15,0.53,0.75,23.20,-126.19,42.31
0.13,0.48,0.71,11.63,-145.71,24.80
0.06,0.41,0.60,9.34,-165.02,-17.20
0.05,0.44,0.52,4.47,-181.17,-48.46
0.09,0.37,0.46,6.50,-192.28,-64.69
0.10,0.37,0.35,13.93,-199.92,-79.55
0.19,0.45,0.29,18.60,-200.06,-84.60
0.30,0.48,0.25,20.69,-195.11,-87.69
0.32,0.56,0.15,25.30,-187.34,-110.50
0.29,0.76,0.05,28.63,-172.74,-136.26
0.38,0.74,0.01,33.02,-150.89,-133.31
0.44,0.81,-0.07,35.62,-128.33,-126.15
0.49,0.82,-0.10,40.89,-105.07,-123.40
0.51,0.85,-0.14,44.62,-83.01,-123.05
0.48,0.89,-0.17,47.89,-64.08,-120.32
0.48,0.85,-0.13,51.89,-46.99,-101.46
0.44,0.82,-0.12,59.70,-34.81,-89.79
0.44,0.80,-0.07,64.52,-26.21,-74.02
0.40,0.77,-0.03,67.52,-22.26,-55.37
0.33,0.83,-0.04,71.15,-24.18,-60.24
0.30,0.84,-0.02,77.79,-24.99,-53.42
0.29,0.81,0.00,83.56,-27.59,-42.19
0.29,0.82,0.03,84.44,-29.35,-20.02
0.27,0.88,0.05,81.07,-29.61,7.28
0.18,0.84,0.05,80.50,-35.64,19.38
0.26,0.73,0.13,74.65,-39.40,47.50
0.16,0.71,0.10,72.88,-49.78,60.84
0.19,0.70,0.11,68.80,-59.44,76.11
0.14,0.62,0.09,69.31,-70.23,87.44
0.16,0.59,0.08,66.54,-81.65,101.81
0.16,0.49,0.05,65.88,-93.45,108.05
0.20,0.37,0.01,71.41,-106.92,108.68
0.20,0.36,-0.03,74.85,-120.93,105.89
0.23,0.37,-0.12,78.14,-131.95,92.31
0.27,0.36,-0.20,83.82,-138.02,76.83
0.32,0.44,-0.25,81.50,-137.27,64.05
0.41,0.48,-0.32,76.22,-129.08,50.58
0.52,0.52,-0.39,71.22,-115.11,35.08
0.62,0.54,-0.45,66.95,-94.98,22.02
0.70,0.56,-0.48,63.27,-71.53,13.21
0.77,0.58,-0.51,61.02,-44.13,6.80
0.82,0.60,-0.52,59.93,-16.15,2.95
0.83,0.61,-0.52,59.81,10.81,0.62
0.83,0.62,-0.50,60.02,36.11,-1.60
0.80,0.66,-0.47,59.82,57.66,-4.65
0.76,0.70,-0.45,59.93,76.32,-7.45
0.71,0.74,-0.42,60.31,90.76,-10.02
0.64,0.79,-0.39,60.49,101.47,-10.88
0.59,0.84,-0.36,58.73,109.24,-12.53
0.53,0.86,-0.30,57.61,113.70,-11.53
0.47,0.90,-0.26,57.53,112.48,-11.69
0.42,0.93,-0.23,59.78,106.04,-11.66
0.39,0.97,-0.21,62.78,95.27,-9.38
0.38,1.02,-0.17,66.09,80.16,-5.85
0.39,1.08,-0.14,68.38,62.04,1.31
0.40,1.17,-0.11,67.59,42.92,11.11
0.41,1.22,-0.11,65.29,22.35,22.99
0.41,1.26,-0.13,63.43,0.79,36.68
0.42,1.30,-0.15,60.04,-20.50,50.89
0.44,1.29,-0.19,57.32,-42.89,63.77
0.46,1.23,-0.24,57.58,-64.39,74.16
0.48,1.19,-0.31,58.73,-85.66,80.90
0.53,1.12,-0.40,60.15,-104.80,82.01
0.59,1.07,-0.52,60.92,-119.73,78.21
0.64,1.06,-0.64,59.52,-129.30,71.92
0.74,1.04,-0.77,56.08,-132.56,63.02
0.85,0.98,-0.94,52.85,-128.55,52.58
0.93,0.95,-1.10,49.21,-118.75,42.59
0.98,0.92,-1.23,44.56,-102.60,34.10
1.00,0.90,-1.31,37.60,-81.18,27.31
1.00,0.87,-1.37,29.17,-55.80,19.43
0.95,0.81,-1.37,20.82,-31.01,10.26
0.89,0.73,-1.32,13.05,-8.63,-2.09
0.81,0.65,-1.25,6.58,9.51,-16.31
0.72,0.57,-1.16,1.97,22.57,-30.47
0.65,0.51,-1.07,-1.29,30.70,-44.11
0.57,0.47,-0.96,-4.31,34.31,-57.85
0.52,0.48,-0.86,-9.30,34.95,-70.00
0.49,0.49,-0.79,-13.79,33.51,-78.37
0.48,0.53,-0.72,-18.39,30.07,-82.00
0.46,0.55,-0.66,-21.35,25.30,-79.31
0.47,0.64,-0.57,-27.66,19.72,-70.72
0.44,0.50,-0.50,-25.09,12.03,-64.84
0.46,0.46,-0.44,-21.13,4.50,-63.76
0.53,0.58,-0.41,-25.19,1.77,-62.59
0.54,0.55,-0.37,-27.37,0.22,-60.95
0.51,0.53,-0.33,-27.36,-1.27,-58.88
0.50,0.51,-0.30,-26.03,-2.00,-57.76
0.49,0.50,-0.27,-23.95,-1.82,-58.09
0.48,0.52,-0.25,-23.08,-0.24,-58.72
0.45,0.54,-0.21,-22.86,1.42,-59.00
0.33,0.63,-0.45,-20.63,14.54,-13.92
0.32,0.62,-0.45,-20.49,14.79,-14.18
0.31,0.62,-0.43,-20.71,14.97,-14.34
0.31,0.60,-0.43,-20.76,15.68,-15.06
0.30,0.59,-0.42,-20.69,16.85,-16.95
0.30,0.59,-0.40,-20.53,18.46,-18.23
0.30,0.59,-0.39,-20.75,20.87,-18.64
0.30,0.59,-0.38,-20.15,23.22,-18.98
0.30,0.60,-0.36,-20.21,25.14,-19.00
0.29,0.59,-0.34,-19.50,26.39,-18.55
0.29,0.60,-0.33,-18.76,27.26,-17.89
0.27,0.60,-0.32,-18.43,27.55,-17.40
0.26,0.61,-0.30,-18.49,27.34,-16.38
0.25,0.62,-0.29,-18.63,26.45,-14.38
0.24,0.63,-0.27,-18.56,25.08,-12.11
0.23,0.63,-0.25,-18.05,22.52,-9.73
0.22,0.64,-0.24,-17.76,19.36,-7.26
0.21,0.66,-0.23,-17.13,15.97,-4.59
0.21,0.67,-0.23,-16.66,12.18,-2.11
0.22,0.68,-0.23,-15.82,8.93,0.52
0.23,0.68,-0.25,-14.94,5.48,3.49
0.24,0.69,-0.26,-13.89,2.82,6.11
0.25,0.69,-0.28,-12.93,0.67,8.92
0.27,0.70,-0.29,-11.66,-0.95,11.11
0.28,0.70,-0.31,-10.25,-1.98,13.09
0.29,0.72,-0.32,-9.27,-2.47,15.02
0.28,0.72,-0.34,-8.12,-2.37,16.61
0.29,0.72,-0.36,-6.95,-2.53,17.69
0.30,0.73,-0.37,-5.44,-2.43,18.02
0.29,0.73,-0.38,-4.05,-2.44,18.21
0.30,0.74,-0.40,-2.82,-2.22,18.64
0.30,0.74,-0.39,-1.70,-2.14,19.10
0.30,0.76,-0.40,-0.82,-1.74,19.56
0.31,0.76,-0.43,0.15,-1.34,19.89
0.31,0.78,-0.44,0.99,-0.66,20.69
0.32,0.79,-0.45,1.46,-0.21,21.77
0.33,0.81,-0.46,1.55,0.37,22.30
0.34,0.81,-0.48,1.78,1.09,23.23
0.34,0.81,-0.48,1.71,1.69,24.19
0.35,0.84,-0.48,1.31,1.90,25.08
0.35,0.82,-0.49,1.24,1.89,25.89
0.35,0.83,-0.50,1.22,1.61,26.40
0.36,0.83,-0.50,1.14,1.10,26.69
0.36,0.83,-0.50,0.69,0.07,26.65
0.36,0.83,-0.50,0.68,-0.93,26.14
0.37,0.83,-0.51,0.13,-1.97,26.42
0.38,0.85,-0.51,-0.69,-2.54,26.80
0.37,0.84,-0.52,-1.34,-3.56,27.31
0.37,0.84,-0.53,-1.85,-4.71,27.51
0.37,0.84,-0.55,-2.67,-5.60,28.22
0.38,0.84,-0.56,-3.79,-5.82,29.26
0.39,0.84,-0.57,-4.76,-5.44,29.32
0.40,0.83,-0.56,-5.92,-5.29,29.13
0.40,0.83,-0.58,-7.30,-5.08,28.47
0.42,0.83,-0.58,-8.89,-4.37,27.73
0.42,0.82,-0.59,-10.61,-3.32,26.60
0.42,0.83,-0.61,-12.99,-2.25,25.80
0.43,0.82,-0.61,-14.35,-0.90,25.18
0.44,0.82,-0.60,-16.53,0.50,23.82
0.44,0.81,-0.60,-18.24,2.21,22.90
0.45,0.80,-0.60,-19.91,3.89,22.56
0.44,0.79,-0.60,-20.93,5.82,21.95
0.45,0.78,-0.59,-22.24,7.82,20.88
0.44,0.78,-0.59,-23.34,10.38,19.65
0.44,0.77,-0.58,-24.56,12.40,18.38
0.45,0.76,-0.57,-25.82,15.17,17.70
0.45,0.75,-0.55,-27.28,17.23,17.60
0.44,0.76,-0.54,-28.41,19.23,17.54
0.44,0.76,-0.52,-29.71,20.99,17.47
0.45,0.76,-0.51,-31.31,22.20,17.28
0.44,0.76,-0.49,-32.98,23.79,18.02
0.43,0.76,-0.48,-34.07,24.85,18.72
0.42,0.75,-0.47,-35.18,25.60,18.94
0.41,0.75,-0.47,-35.76,26.01,19.40
0.41,0.74,-0.46,-36.24,26.63,20.05
0.41,0.73,-0.45,-36.75,27.37,20.60
0.40,0.73,-0.43,-37.22,27.72,21.39
0.39,0.73,-0.43,-38.04,28.02,21.45
0.38,0.70,-0.42,-37.05,28.16,22.02
0.36,0.68,-0.38,-36.35,28.11,22.89
0.37,0.70,-0.39,-36.43,28.03,23.10
0.37,0.68,-0.37,-35.67,27.64,23.59
0.36,0.69,-0.36,-35.40,27.46,24.59
0.36,0.68,-0.36,-34.38,27.12,26.40
0.30,0.66,-0.35,-30.92,25.01,26.42
0.38,0.73,-0.34,-33.60,25.17,29.00
0.47,0.72,-0.37,-34.46,32.28,32.95
0.44,0.69,-0.38,-33.53,35.94,35.16
0.41,0.71,-0.35,-35.43,37.11,35.94
0.38,0.66,-0.33,-34.46,36.24,34.60
0.39,0.65,-0.32,-32.26,34.37,33.65
0.39,0.70,-0.31,-32.22,32.95,34.05
0.41,0.74,-0.32,-33.67,32.18,36.04
0.42,0.73,-0.30,-34.11,30.89,39.62
0.42,0.73,-0.30,-34.05,28.99,43.19
0.40,0.72,-0.30,-33.41,26.49,47.14
0.42,0.70,-0.29,-33.16,24.60,49.89
0.42,0.69,-0.30,-32.90,22.83,51.14
0.44,0.70,-0.30,-33.84,20.76,50.01
0.45,0.68,-0.31,-33.60,19.66,50.47
0.76,0.75,0.17,-33.18,83.34,134.15
0.70,0.80,0.14,-30.56,84.18,138.02
0.67,0.82,0.10,-28.21,83.40,140.75
0.70,0.89,0.08,-25.08,84.52,153.51
0.65,0.84,0.11,-22.17,77.47,163.88
0.69,0.89,0.12,-23.24,73.69,168.06
0.53,0.99,0.00,-23.39,67.89,164.77
0.59,0.97,-0.06,-17.89,64.91,166.19
0.71,0.92,0.01,-16.58,67.02,187.56
0.71,0.79,0.07,-15.69,68.94,198.95
0.62,0.68,0.14,-16.44,71.11,199.20
0.55,0.63,0.15,-18.05,75.92,200.42
0.52,0.62,0.13,-20.11,77.34,189.32
0.59,0.64,0.10,-20.05,82.39,183.76
0.74,0.46,0.22,-21.11,91.51,190.48
0.73,0.36,0.30,-24.52,98.73,187.28
0.63,0.19,0.42,-27.61,102.12,173.93
0.65,0.16,0.51,-32.98,104.73,161.08
0.63,0.14,0.56,-37.47,108.18,150.85
0.66,0.18,0.57,-40.02,109.08,137.39
0.69,0.13,0.66,-43.89,110.41,140.46
0.63,0.06,0.75,-48.40,104.89,132.77
0.64,0.09,0.78,-49.47,96.29,119.44
0.71,0.14,0.75,-45.49,85.92,107.95
0.78,0.14,0.80,-39.71,76.94,107.91
0.79,0.18,0.86,-40.63,66.24,105.42
0.78,0.16,0.90,-40.18,53.67,101.65
0.77,0.18,0.93,-42.34,39.51,99.50
0.75,0.11,0.93,-40.93,24.39,97.30
0.73,0.10,0.95,-38.82,8.35,96.98
0.77,0.13,0.93,-39.11,-6.48,95.24
0.84,0.14,0.93,-41.24,-19.29,94.80
0.85,0.13,0.88,-40.02,-33.67,94.36
0.85,0.14,0.87,-39.92,-47.18,96.12
0.84,0.12,0.86,-39.90,-59.41,96.08
0.80,0.14,0.83,-40.85,-73.08,92.02
0.83,0.13,0.80,-41.43,-83.44,92.40
0.91,0.11,0.80,-42.38,-90.67,99.74
0.98,0.17,0.72,-43.72,-97.90,96.78
1.07,0.23,0.66,-43.37,-100.64,96.42
1.05,0.29,0.59,-43.51,-102.09,95.57
1.02,0.36,0.51,-43.99,-106.56,84.15
1.05,0.34,0.49,-41.30,-107.08,90.20
1.03,0.28,0.53,-40.90,-108.82,98.24
0.99,0.25,0.53,-40.54,-113.89,94.69
0.98,0.25,0.52,-38.92,-116.94,94.20
0.96,0.25,0.50,-37.11,-120.11,92.84
1.00,0.29,0.42,-34.31,-123.34,93.20
1.01,0.27,0.43,-34.38,-124.47,102.56
1.03,0.29,0.45,-38.48,-123.95,113.09
1.00,0.21,0.48,-41.79,-124.83,119.89
0.98,0.10,0.40,-35.96,-129.66,118.98
1.09,0.17,0.35,-34.14,-132.89,120.68
1.10,0.18,0.28,-33.36,-134.97,126.35
1.03,0.21,0.21,-33.82,-139.73,132.86
0.99,0.10,0.18,-29.71,-150.26,142.59
0.95,0.12,0.12,-27.82,-163.72,154.80
0.95,0.10,0.04,-25.08,-176.88,166.65
0.96,0.05,-0.05,-23.01,-188.27,183.19
0.94,-0.07,-0.15,-20.27,-197.47,195.31
0.90,-0.19,-0.26,-16.50,-205.56,202.89
0.95,-0.29,-0.41,-14.53,-208.69,205.46
1.12,-0.42,-0.62,-12.22,-201.06,203.82
1.22,-0.58,-0.77,-9.92,-183.24,200.75
1.28,-0.92,-0.92,1.47,-158.78,185.74
1.27,-0.73,-1.07,0.15,-118.74,160.78
1.31,-0.80,-1.23,-2.97,-68.14,139.21
1.27,-1.00,-1.25,2.76,-16.85,110.42
1.26,-1.05,-1.15,3.65,29.45,77.09
1.22,-0.89,-1.04,1.03,68.56,50.69
1.16,-0.80,-0.89,-1.58,98.92,32.31
1.12,-0.63,-0.71,-8.34,121.76,23.18
1.01,-0.64,-0.50,-13.62,134.26,17.67
0.92,-0.57,-0.29,-21.62,136.25,10.32
0.87,-0.55,-0.16,-27.87,132.01,8.44
0.84,-0.50,-0.02,-35.31,123.01,15.28
0.79,-0.54,0.09,-39.36,108.95,17.69
