0.83,0.56,-0.50,-24.93,175.08,-165.15
0.79,0.58,-0.49,-23.02,181.09,-174.54
0.73,0.63,-0.49,-21.49,185.77,-183.89
0.66,0.70,-0.47,-19.63,191.81,-198.08
0.56,0.77,-0.45,-17.18,197.05,-215.70
0.51,0.85,-0.41,-16.66,199.05,-230.14
0.47,0.92,-0.37,-17.93,198.33,-243.45
0.48,1.01,-0.31,-20.49,194.04,-250.14
0.51,1.08,-0.23,-23.69,189.54,-250.14
0.50,1.19,-0.15,-28.11,182.60,-250.14
0.47,1.38,-0.06,-39.79,173.83,-246.60
0.39,1.36,-0.02,-47.86,162.82,-228.08
0.25,1.35,-0.02,-46.66,144.07,-209.56
0.15,1.41,-0.02,-45.27,118.02,-198.78
0.07,1.38,-0.01,-40.34,88.82,-189.19
0.04,1.35,0.00,-32.37,62.38,-177.51
0.02,1.33,-0.00,-23.50,38.87,-165.66
0.03,1.30,0.00,-12.73,17.30,-153.29
0.06,1.30,-0.01,-4.72,-2.20,-139.50
0.10,1.26,-0.02,1.98,-19.32,-129.56
0.14,1.26,-0.04,7.17,-33.27,-120.82
0.19,1.27,-0.06,9.96,-44.47,-110.53
0.24,1.24,-0.09,12.21,-52.53,-106.60
0.29,1.20,-0.11,17.55,-57.73,-106.89
0.33,1.20,-0.13,22.78,-61.08,-104.91
0.38,1.19,-0.14,26.60,-62.29,-101.01
0.43,1.15,-0.13,29.47,-62.10,-93.95
0.41,1.14,-0.14,32.98,-59.82,-92.85
0.39,1.12,-0.15,36.50,-54.89,-89.31
0.39,1.04,-0.15,40.30,-48.83,-81.72
0.39,1.00,-0.15,39.66,-43.97,-70.21
0.35,1.00,-0.16,38.21,-40.89,-68.15
0.33,0.95,-0.18,38.41,-37.13,-62.60
0.25,0.96,-0.21,40.18,-36.33,-63.09
0.26,0.92,-0.21,41.79,-34.20,-56.78
0.18,0.97,-0.23,42.24,-33.28,-49.02
0.17,0.92,-0.23,44.82,-33.45,-46.07
0.18,0.91,-0.21,45.80,-33.92,-35.06
0.19,0.88,-0.20,46.21,-35.31,-20.16
0.24,0.79,-0.14,48.70,-36.35,-1.92
0.24,0.83,-0.14,48.75,-36.78,10.56
0.28,0.72,-0.08,50.18,-35.81,21.95
0.27,0.69,-0.05,51.15,-35.78,30.95
0.29,0.64,0.00,49.17,-34.70,43.47
0.30,0.61,0.04,45.34,-35.08,47.10
0.28,0.46,0.06,50.76,-36.05,43.27
0.24,0.52,0.09,47.06,-38.31,48.34
0.23,0.41,0.11,46.11,-41.02,49.12
0.22,0.36,0.12,43.37,-44.12,45.00
0.18,0.31,0.11,44.66,-48.44,40.37
0.11,0.45,0.06,40.80,-54.29,26.11
0.12,0.45,0.03,38.24,-55.91,18.49
0.14,0.40,0.02,37.21,-55.84,15.91
0.14,0.41,-0.02,37.32,-56.42,12.90
0.06,0.67,-0.05,29.86,-59.21,12.73
0.04,0.70,-0.04,18.97,-64.54,11.24
0.06,0.44,-0.03,27.42,-72.24,10.23
0.26,0.40,-0.10,40.30,-71.96,15.81
0.32,0.45,-0.15,48.19,-70.59,18.89
0.34,0.55,-0.18,49.24,-69.64,15.42
0.35,0.59,-0.21,48.66,-67.10,9.59
0.37,0.58,-0.23,51.51,-62.69,7.22
0.42,0.67,-0.27,52.96,-55.40,9.83
0.46,0.71,-0.32,53.28,-44.25,15.65
0.49,0.72,-0.34,55.27,-31.37,23.82
0.48,0.75,-0.37,57.08,-17.05,32.53
0.47,0.77,-0.39,57.55,-2.27,40.45
0.45,0.79,-0.39,57.13,11.92,47.31
0.39,0.82,-0.39,55.72,24.52,51.69
0.34,0.81,-0.38,55.32,35.20,54.25
0.30,0.81,-0.37,55.59,44.19,54.61
0.27,0.84,-0.38,55.87,51.06,53.61
0.23,0.84,-0.36,56.47,55.86,50.94
0.21,0.85,-0.36,57.30,58.93,48.46
0.20,0.88,-0.36,57.60,60.75,45.59
0.18,0.93,-0.35,56.06,60.49,43.37
0.16,1.00,-0.34,52.30,57.53,42.15
0.17,0.99,-0.33,49.66,51.48,44.04
0.18,0.94,-0.33,52.25,41.98,47.76
0.21,0.98,-0.35,54.29,30.17,51.54
0.23,1.04,-0.38,53.50,17.26,53.27
0.24,1.04,-0.40,53.25,2.40,54.66
0.29,1.05,-0.43,54.45,-13.98,56.68
0.34,1.05,-0.49,56.87,-29.13,58.82
0.44,1.06,-0.57,59.49,-41.63,60.85
0.52,1.07,-0.68,61.58,-50.44,63.39
0.55,1.09,-0.78,61.89,-56.20,65.76
0.63,1.16,-0.90,57.16,-57.60,66.62
0.68,1.15,-1.03,50.72,-55.72,68.33
0.70,1.12,-1.15,44.58,-51.69,70.62
0.72,1.09,-1.24,38.34,-44.85,70.94
0.72,1.04,-1.31,31.24,-35.85,69.12
0.70,0.99,-1.37,23.18,-25.37,65.84
0.67,0.94,-1.40,15.04,-13.97,60.24
0.63,0.85,-1.41,6.79,-2.13,51.69
0.60,0.76,-1.41,-0.83,9.96,38.42
0.59,0.70,-1.41,-9.18,22.07,22.02
0.56,0.64,-1.38,-16.82,34.59,4.41
0.54,0.60,-1.35,-23.55,46.34,-13.11
