1.02,0.06,0.43,-1.83,21.53,-14.15
1.02,0.06,0.42,-2.35,22.18,-15.80
1.01,0.05,0.42,-2.50,22.18,-17.48
1.00,0.04,0.42,-2.50,22.30,-19.06
0.98,0.05,0.41,-1.56,20.85,-20.65
0.97,0.05,0.42,-0.25,18.99,-21.48
0.98,0.08,0.42,0.36,17.58,-21.69
0.99,0.10,0.43,0.00,17.84,-21.93
1.00,0.13,0.43,-1.34,18.86,-21.85
0.98,0.15,0.43,-2.66,19.37,-20.53
0.96,0.16,0.43,-3.21,19.40,-18.53
0.96,0.16,0.43,-2.55,18.54,-15.47
0.95,0.15,0.43,-2.31,17.24,-12.13
0.93,0.15,0.43,-1.94,14.27,-9.06
0.92,0.15,0.42,-1.64,9.78,-6.05
0.93,0.14,0.42,-1.28,5.57,-3.72
0.93,0.13,0.41,-0.63,1.16,-1.34
0.92,0.12,0.40,-0.30,-3.10,0.84
0.92,0.12,0.38,-0.21,-6.81,2.91
0.92,0.11,0.38,-0.26,-9.85,4.37
0.95,0.11,0.35,-0.33,-11.55,5.82
0.96,0.11,0.36,-0.11,-12.50,6.79
0.97,0.10,0.34,-0.32,-12.30,6.97
0.97,0.10,0.32,-0.05,-10.94,6.43
0.97,0.10,0.31,-0.16,-8.71,5.50
0.99,0.10,0.32,-0.17,-5.73,3.79
1.03,0.10,0.33,0.02,-2.15,2.12
1.05,0.10,0.33,0.01,1.41,-0.47
1.06,0.10,0.33,0.25,5.04,-3.08
1.08,0.10,0.34,0.38,8.89,-5.15
1.07,0.09,0.36,0.40,12.09,-7.27
1.05,0.09,0.37,0.27,14.83,-9.74
1.02,0.08,0.37,-0.11,17.16,-11.80
1.03,0.08,0.39,0.05,18.86,-12.80
1.03,0.08,0.39,-0.34,21.13,-13.35
1.03,0.08,0.40,-0.53,22.53,-13.50
1.02,0.09,0.41,-0.85,23.72,-14.04
1.03,0.09,0.41,-1.24,24.57,-14.72
1.02,0.09,0.42,-1.12,24.54,-15.60
1.02,0.09,0.42,-0.15,23.93,-16.62
1.03,0.11,0.43,0.12,23.34,-18.60
1.04,0.12,0.45,0.36,23.12,-20.40
1.05,0.14,0.46,0.79,23.55,-21.56
1.05,0.15,0.45,0.98,24.13,-21.81
1.05,0.16,0.47,1.02,24.53,-20.89
1.03,0.17,0.48,1.06,24.24,-18.90
1.01,0.16,0.47,0.99,23.27,-16.62
0.99,0.17,0.48,0.26,21.77,-14.17
0.99,0.15,0.48,-0.27,19.85,-12.02
0.98,0.13,0.49,-0.18,17.31,-9.56
0.97,0.13,0.49,-0.31,14.32,-7.31
0.97,0.12,0.49,-0.58,11.51,-5.75
0.96,0.12,0.48,-0.66,8.54,-4.29
0.96,0.12,0.47,-1.18,5.73,-3.01
0.95,0.12,0.47,-1.43,3.37,-1.63
0.95,0.11,0.47,-1.63,1.45,-0.63
0.96,0.12,0.46,-1.87,0.19,-0.16
0.96,0.12,0.45,-1.76,-0.79,0.46
0.97,0.12,0.45,-2.18,-1.47,0.66
0.97,0.11,0.45,-2.40,-1.63,0.31
0.98,0.11,0.45,-2.89,-1.41,-0.33
0.98,0.11,0.45,-3.35,-0.99,-1.22
0.98,0.12,0.44,-3.46,-0.60,-1.47
0.98,0.11,0.44,-3.53,0.34,-1.60
0.97,0.12,0.44,-3.65,1.17,-1.77
0.97,0.10,0.43,-3.53,2.00,-2.00
0.97,0.11,0.43,-3.35,2.78,-2.39
0.96,0.11,0.43,-3.36,3.42,-3.08
0.95,0.11,0.43,-3.25,4.23,-4.49
0.96,0.10,0.43,-3.07,4.96,-6.28
0.97,0.11,0.42,-3.21,6.14,-8.31
0.97,0.11,0.43,-2.99,7.24,-9.78
0.96,0.11,0.43,-3.02,7.91,-10.61
0.96,0.11,0.43,-2.65,8.11,-10.85
0.96,0.12,0.43,-2.50,8.32,-10.79
0.97,0.14,0.44,-2.88,8.95,-11.17
0.97,0.14,0.45,-3.20,9.75,-11.18
0.98,0.14,0.46,-3.12,10.92,-10.89
0.97,0.13,0.46,-3.19,11.36,-10.83
0.96,0.14,0.45,-3.19,11.44,-10.50
0.96,0.14,0.46,-3.45,11.40,-10.48
0.96,0.14,0.46,-3.53,11.22,-10.74
0.96,0.13,0.47,-3.75,10.84,-11.53
0.95,0.14,0.46,-3.92,10.73,-12.18
0.95,0.15,0.47,-4.03,10.55,-12.02
0.95,0.16,0.47,-4.02,10.42,-11.52
0.96,0.16,0.47,-4.28,9.82,-11.18
0.95,0.15,0.47,-4.56,9.12,-10.76
0.96,0.16,0.47,-4.79,7.71,-10.37
0.96,0.16,0.46,-4.98,6.53,-9.42
0.96,0.16,0.47,-4.69,5.00,-7.99
0.96,0.16,0.47,-4.50,3.35,-6.44
0.98,0.17,0.47,-4.48,1.93,-5.50
0.97,0.17,0.48,-4.87,0.82,-4.18
0.98,0.17,0.48,-5.10,-0.37,-2.98
0.98,0.18,0.47,-5.05,-1.59,-1.89
0.99,0.18,0.47,-4.93,-2.50,-0.76
0.98,0.18,0.47,-5.05,-3.37,0.37
0.98,0.18,0.46,-4.93,-3.81,0.81
0.98,0.18,0.46,-4.92,-4.46,1.65
0.99,0.14,0.43,-2.88,-5.09,1.56
0.99,0.14,0.42,-3.03,-5.26,1.33
0.99,0.14,0.42,-2.89,-4.99,1.38
0.98,0.14,0.43,-3.15,-4.50,1.47
0.98,0.14,0.42,-3.05,-3.69,1.60
0.98,0.14,0.42,-3.14,-2.76,1.52
0.99,0.14,0.43,-3.03,-1.51,1.27
1.00,0.13,0.42,-3.05,-0.47,0.69
1.00,0.13,0.43,-3.02,0.39,-0.34
1.00,0.12,0.43,-3.25,1.24,-1.54
0.99,0.12,0.44,-3.27,1.91,-2.54
0.98,0.13,0.43,-3.26,2.63,-3.15
0.98,0.14,0.44,-3.05,3.12,-3.40
0.97,0.14,0.45,-3.27,3.34,-3.86
0.96,0.14,0.44,-3.24,3.53,-4.11
0.96,0.15,0.44,-3.31,3.75,-4.40
0.96,0.15,0.45,-3.40,4.05,-4.58
0.96,0.15,0.46,-3.15,4.15,-4.56
0.96,0.15,0.45,-3.12,3.86,-4.21
0.96,0.15,0.44,-2.76,3.44,-3.62
0.97,0.16,0.45,-3.33,3.54,-2.98
0.96,0.15,0.45,-3.44,3.30,-2.59
0.96,0.15,0.45,-3.48,2.56,-2.27
0.96,0.15,0.46,-3.50,2.29,-1.85
0.96,0.15,0.45,-3.40,1.63,-1.21
0.96,0.14,0.45,-3.17,0.45,-0.88
0.96,0.15,0.45,-3.26,-0.17,-0.52
0.95,0.15,0.45,-3.44,-0.88,0.23
0.95,0.15,0.45,-3.35,-1.60,0.78
0.95,0.15,0.45,-3.40,-2.96,0.89
0.94,0.15,0.45,-3.50,-3.47,1.69
0.95,0.15,0.44,-3.17,-3.56,2.21
0.97,0.15,0.44,-3.08,-3.67,3.06
0.98,0.14,0.45,-3.29,-3.61,3.33
