xacc,yacc,zacc,xgyro,ygyro,zgyro
1.05,-0.01,0.05,-3.83,-7.05,1.63
1.05,-0.00,0.04,-3.79,-6.98,1.65
1.06,-0.00,0.05,-3.75,-7.12,1.56
1.06,-0.00,0.05,-3.98,-7.01,1.50
1.05,0.00,0.05,-4.45,-7.17,1.27
1.05,0.01,0.06,-5.00,-7.42,1.57
1.05,0.00,0.06,-5.04,-8.11,1.50
1.04,-0.01,0.06,-5.11,-8.75,1.08
1.04,-0.01,0.06,-5.05,-8.98,0.27
1.04,-0.01,0.06,-4.91,-9.68,-0.82
1.04,-0.00,0.06,-5.08,-10.46,-1.38
1.04,-0.01,0.05,-5.09,-10.47,-1.88
1.04,-0.00,0.05,-5.34,-10.86,-2.07
1.03,-0.01,0.04,-5.44,-11.02,-2.29
1.04,-0.01,0.05,-5.09,-10.94,-2.71
1.03,-0.01,0.05,-5.38,-11.22,-2.97
1.03,-0.00,0.04,-5.44,-11.22,-2.74
1.04,-0.01,0.03,-5.15,-10.99,-2.45
1.04,-0.01,0.03,-5.02,-10.27,-1.36
1.05,0.00,0.02,-4.85,-9.11,-0.10
1.05,-0.00,0.02,-4.63,-7.51,1.37
1.06,0.00,0.01,-4.57,-6.21,3.13
1.05,0.00,0.02,-4.60,-4.95,4.37
1.05,0.00,0.02,-4.58,-3.47,5.24
1.04,0.00,0.03,-4.61,-2.51,5.98
1.03,0.01,0.03,-4.98,-1.84,6.15
1.03,-0.00,0.04,-5.41,-1.63,5.94
1.03,-0.01,0.05,-5.67,-2.13,5.19
1.03,-0.01,0.05,-5.88,-2.75,4.27
1.03,-0.02,0.04,-5.71,-3.63,3.32
1.03,-0.01,0.04,-5.73,-4.08,2.47
1.04,-0.01,0.04,-5.69,-4.44,1.63
1.03,-0.01,0.03,-5.56,-5.26,1.20
1.03,-0.02,0.04,-5.47,-5.79,1.15
1.03,-0.01,0.04,-5.07,-6.18,0.72
1.04,-0.02,0.03,-5.05,-6.68,0.28
