xacc,yacc,zacc,xgyro,ygyro,zgyro
1.05,-0.10,0.12,-3.69,-2.90,0.31
1.05,-0.10,0.13,-3.49,-2.80,0.50
1.03,-0.10,0.11,-3.33,-2.73,0.66
1.04,-0.10,0.11,-3.23,-2.50,1.03
1.03,-0.10,0.11,-3.32,-2.27,1.20
1.02,-0.10,0.11,-3.55,-1.57,1.14
1.03,-0.10,0.11,-3.42,-1.08,0.76
1.02,-0.09,0.11,-3.47,-0.60,0.48
1.02,-0.09,0.11,-3.59,-0.47,0.05
1.04,-0.09,0.11,-3.99,-0.44,-0.02
1.03,-0.09,0.10,-3.78,-0.57,0.04
1.03,-0.08,0.10,-3.98,-0.60,-0.23
1.04,-0.09,0.12,-4.15,-1.27,-0.13
1.03,-0.09,0.12,-4.05,-1.21,-0.18
1.02,-0.09,0.11,-3.92,-1.65,-0.35
1.03,-0.09,0.11,-3.95,-1.61,-0.58
1.03,-0.10,0.11,-3.72,-1.87,-0.68
1.04,-0.09,0.12,-3.64,-1.98,-0.42
1.04,-0.10,0.11,-3.66,-1.96,-0.44
1.04,-0.09,0.10,-3.80,-1.66,-0.24
1.03,-0.09,0.10,-3.82,-1.25,-0.37
1.04,-0.09,0.10,-3.92,-0.54,-0.44
1.05,-0.09,0.09,-3.79,0.02,-0.54
1.04,-0.10,0.10,-3.95,0.65,-0.94
1.04,-0.09,0.09,-3.98,1.21,-1.47
1.04,-0.10,0.10,-4.19,1.54,-1.75
1.04,-0.09,0.11,-4.13,1.68,-1.99
1.04,-0.09,0.10,-4.20,1.83,-1.95
1.03,-0.09,0.11,-4.32,1.82,-1.99
1.03,-0.09,0.10,-4.45,1.68,-1.88
1.03,-0.09,0.11,-4.44,1.53,-1.70
1.04,-0.10,0.12,-4.37,1.03,-1.76
1.04,-0.09,0.12,-4.26,0.75,-1.39
1.03,-0.09,0.13,-4.10,0.28,-1.15
1.03,-0.09,0.12,-3.95,-0.11,-0.93
1.03,-0.08,0.12,-4.02,-0.48,-0.50
1.03,-0.09,0.13,-3.88,-0.97,-0.24
1.04,-0.08,0.12,-3.79,-0.93,0.25
1.03,-0.08,0.13,-3.82,-1.15,0.47
1.04,-0.09,0.11,-3.66,-1.03,0.62
1.03,-0.09,0.11,-3.76,-0.92,0.44
1.03,-0.09,0.11,-3.59,-0.69,0.23
1.04,-0.09,0.12,-3.48,-0.25,0.43
1.04,-0.09,0.11,-3.45,-0.11,0.18
1.04,-0.08,0.12,-3.55,0.31,0.40
1.04,-0.09,0.12,-3.51,0.24,0.65
1.04,-0.09,0.12,-3.62,0.44,0.47
1.04,-0.08,0.12,-3.72,0.58,0.64
1.03,-0.09,0.13,-3.56,0.62,0.26
1.04,-0.09,0.11,-3.73,0.36,0.27
1.04,-0.09,0.12,-3.57,0.30,0.51
1.04,-0.09,0.12,-3.75,-0.16,0.37
1.03,-0.10,0.12,-3.78,-0.36,0.31
1.03,-0.09,0.12,-3.85,-1.05,-0.19
1.02,-0.09,0.12,-4.07,-1.79,-0.87
1.03,-0.09,0.12,-3.85,-1.87,-0.44
1.05,-0.09,0.12,-3.89,-2.08,-0.08
1.04,-0.09,0.11,-4.18,-2.05,-0.18
1.04,-0.09,0.11,-4.34,-2.65,-0.31
1.03,-0.10,0.11,-4.13,-2.84,-0.57
1.02,-0.10,0.11,-4.24,-2.65,-0.31
1.03,-0.10,0.11,-4.50,-2.24,0.09
1.03,-0.09,0.10,-4.61,-1.60,0.31
1.04,-0.10,0.10,-4.59,-1.18,0.01
1.03,-0.10,0.10,-4.47,-0.92,-0.98
1.03,-0.10,0.11,-4.40,-0.70,-1.32
1.03,-0.09,0.12,-4.50,-0.68,-1.18
1.03,-0.10,0.11,-4.48,-0.40,-1.25
1.03,-0.09,0.11,-4.28,-0.47,-1.05
1.03,-0.09,0.12,-4.34,-0.42,-0.91
1.03,-0.10,0.12,-4.35,-0.50,-0.73
1.03,-0.09,0.11,-4.27,-0.66,-0.75
1.03,-0.09,0.12,-4.08,-0.89,-0.58
1.03,-0.09,0.12,-3.84,-1.18,-0.23
1.04,-0.09,0.12,-3.78,-1.50,-0.09
1.03,-0.09,0.12,-3.71,-1.38,0.31
1.03,-0.09,0.11,-3.67,-1.44,0.47
1.03,-0.09,0.10,-3.47,-1.19,0.44
1.04,-0.09,0.10,-3.57,-0.73,0.43
